,Geography,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!White alone,Margin of Error!!Total:!!White alone,Estimate!!Total:!!Black or African American alone,Margin of Error!!Total:!!Black or African American alone,Estimate!!Total:!!American Indian and Alaska Native alone,Margin of Error!!Total:!!American Indian and Alaska Native alone,Estimate!!Total:!!Asian alone,Margin of Error!!Total:!!Asian alone,Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total:!!Some Other Race alone,Margin of Error!!Total:!!Some Other Race alone,Estimate!!Total:!!Two or More Races:,Margin of Error!!Total:!!Two or More Races:,Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race,Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race,"Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",,ZIP,GEO_ID,median household income
3898,860Z200US95914,ZCTA5 95914,409,158,324,125,8,13,10,19,3,6,0,14,38,48,26,19,11,13,15,19,,95914,860Z200US95914,102188
3899,860Z200US95915,ZCTA5 95915,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95915,860Z200US95915,-
3900,860Z200US95916,ZCTA5 95916,667,216,550,202,0,14,31,26,0,14,6,10,20,22,60,48,16,22,44,32,,95916,860Z200US95916,28333
3901,860Z200US95917,ZCTA5 95917,3752,581,2609,561,0,14,0,14,216,195,0,14,290,201,637,226,392,184,245,154,,95917,860Z200US95917,90563
3902,860Z200US95918,ZCTA5 95918,1566,313,1092,262,35,47,0,14,47,56,14,32,0,14,378,195,341,191,37,37,,95918,860Z200US95918,56750
3903,860Z200US95919,ZCTA5 95919,1172,596,1046,592,0,14,0,14,0,14,0,14,0,14,126,101,43,63,83,83,,95919,860Z200US95919,-
3904,860Z200US95920,ZCTA5 95920,278,141,146,80,0,14,12,14,23,29,0,14,0,14,97,120,97,120,0,14,,95920,860Z200US95920,-
3905,860Z200US95922,ZCTA5 95922,425,124,295,87,0,14,24,31,0,14,1,2,1,5,104,54,37,34,67,47,,95922,860Z200US95922,36528
3906,860Z200US95923,ZCTA5 95923,68,54,60,56,0,14,0,14,3,9,0,14,0,14,5,9,5,9,0,14,,95923,860Z200US95923,-
3907,860Z200US95925,ZCTA5 95925,69,62,69,62,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95925,860Z200US95925,-
3908,860Z200US95926,ZCTA5 95926,40567,1535,27701,1445,1317,432,531,294,2501,570,133,153,2093,388,6291,842,3840,750,2451,390,,95926,860Z200US95926,61920
3909,860Z200US95928,ZCTA5 95928,37409,1862,27603,1806,457,193,178,79,1604,415,230,161,2582,600,4755,708,2765,595,1990,479,,95928,860Z200US95928,64949
3910,860Z200US95929,ZCTA5 95929,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95929,860Z200US95929,-
3911,860Z200US95930,ZCTA5 95930,463,471,331,426,0,14,0,14,0,14,0,14,0,14,132,190,132,190,0,14,,95930,860Z200US95930,"2,500-"
3912,860Z200US95932,ZCTA5 95932,7701,363,3453,452,163,120,232,161,167,268,9,15,2185,497,1492,481,1195,467,297,123,,95932,860Z200US95932,66964
3913,860Z200US95934,ZCTA5 95934,63,57,63,57,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95934,860Z200US95934,-
3914,860Z200US95935,ZCTA5 95935,934,512,807,516,3,6,0,14,45,69,0,14,11,12,68,98,68,98,0,14,,95935,860Z200US95935,54110
3915,860Z200US95936,ZCTA5 95936,144,64,103,65,8,14,0,14,0,14,0,14,9,15,24,14,24,14,0,14,,95936,860Z200US95936,-
3916,860Z200US95937,ZCTA5 95937,701,362,416,285,0,14,24,35,0,14,0,14,42,70,219,138,95,96,124,90,,95937,860Z200US95937,-
3917,860Z200US95938,ZCTA5 95938,3943,690,3481,691,0,14,15,23,0,14,26,39,153,183,268,184,161,165,107,95,,95938,860Z200US95938,82974
3918,860Z200US95939,ZCTA5 95939,325,110,240,96,8,9,48,38,15,22,0,14,9,10,5,6,2,3,3,6,,95939,860Z200US95939,40568
3919,860Z200US95941,ZCTA5 95941,106,96,30,32,0,14,32,53,4,9,0,14,40,45,0,14,0,14,0,14,,95941,860Z200US95941,-
3920,860Z200US95942,ZCTA5 95942,2089,745,1993,739,0,14,0,14,0,14,0,14,15,39,81,89,18,49,63,60,,95942,860Z200US95942,116400
3921,860Z200US95943,ZCTA5 95943,621,215,526,155,0,14,0,14,8,13,0,14,0,14,87,94,28,26,59,96,,95943,860Z200US95943,49744
3922,860Z200US95944,ZCTA5 95944,122,117,122,117,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95944,860Z200US95944,-
3923,860Z200US95945,ZCTA5 95945,27470,1049,22954,1172,97,107,109,85,234,159,0,25,999,590,3077,611,1570,469,1507,407,,95945,860Z200US95945,65989
3924,860Z200US95946,ZCTA5 95946,9958,1036,7940,852,31,48,62,55,138,91,0,19,365,238,1422,412,951,325,471,306,,95946,860Z200US95946,84795
3925,860Z200US95947,ZCTA5 95947,1505,391,1268,346,1,5,29,46,0,14,0,14,4,9,203,168,141,147,62,72,,95947,860Z200US95947,82500
3926,860Z200US95948,ZCTA5 95948,11200,730,6664,747,0,21,173,154,218,129,0,21,2003,533,2142,659,1653,553,489,230,,95948,860Z200US95948,60294
3927,860Z200US95949,ZCTA5 95949,20552,1177,17439,1261,104,90,201,134,286,138,22,41,453,220,2047,424,1169,364,878,223,,95949,860Z200US95949,98181
3928,860Z200US95950,ZCTA5 95950,287,217,91,88,0,14,0,14,0,14,0,14,118,170,78,49,0,14,78,49,,95950,860Z200US95950,-
3929,860Z200US95951,ZCTA5 95951,2698,447,590,350,0,14,0,14,47,57,0,14,1293,409,768,262,737,261,31,31,,95951,860Z200US95951,70294
3930,860Z200US95953,ZCTA5 95953,11028,446,4156,667,177,230,304,271,2051,761,239,135,2179,830,1922,533,1340,448,582,246,,95953,860Z200US95953,74786
3931,860Z200US95954,ZCTA5 95954,8165,1021,6437,857,22,27,8,13,152,146,13,23,315,265,1218,482,319,241,899,440,,95954,860Z200US95954,61280
3932,860Z200US95955,ZCTA5 95955,1405,388,448,129,0,14,2,4,0,14,16,27,429,181,510,307,453,302,57,53,,95955,860Z200US95955,-
3933,860Z200US95956,ZCTA5 95956,373,134,344,131,12,27,10,8,0,14,0,14,7,12,0,14,0,14,0,14,,95956,860Z200US95956,61324
3934,860Z200US95957,ZCTA5 95957,680,178,394,104,10,16,1,2,0,14,8,12,142,91,125,123,110,117,15,13,,95957,860Z200US95957,78333
3935,860Z200US95958,ZCTA5 95958,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95958,860Z200US95958,-
3936,860Z200US95959,ZCTA5 95959,17683,1154,15202,1180,36,34,8,11,487,169,0,21,294,187,1656,473,742,364,914,277,,95959,860Z200US95959,86524
3937,860Z200US95960,ZCTA5 95960,540,289,491,281,0,14,0,14,0,14,0,14,0,14,49,72,0,14,49,72,,95960,860Z200US95960,52917
3938,860Z200US95961,ZCTA5 95961,33999,1438,16276,1185,1697,359,383,208,2809,512,251,182,6191,1074,6392,1235,3984,1139,2408,597,,95961,860Z200US95961,89561
3939,860Z200US95962,ZCTA5 95962,1110,513,988,477,0,14,13,18,8,13,0,14,33,46,68,60,8,13,60,60,,95962,860Z200US95962,77903
3940,860Z200US95963,ZCTA5 95963,16070,621,9453,726,17,21,274,175,241,158,0,21,3642,596,2443,598,1710,581,733,261,,95963,860Z200US95963,68091
3941,860Z200US95965,ZCTA5 95965,21181,1518,11851,1308,760,410,509,167,3370,524,98,112,1106,452,3487,1022,2233,952,1254,364,,95965,860Z200US95965,53198
3942,860Z200US95966,ZCTA5 95966,28503,1495,19525,1440,547,247,553,218,1336,345,42,53,1467,555,5033,1061,2729,726,2304,740,,95966,860Z200US95966,65586
3943,860Z200US95968,ZCTA5 95968,1364,325,717,251,0,14,75,110,31,51,0,14,364,255,177,124,70,82,107,98,,95968,860Z200US95968,42000
3944,860Z200US95969,ZCTA5 95969,8339,461,6905,553,62,96,87,58,112,89,21,32,177,76,975,294,514,247,461,196,,95969,860Z200US95969,69067
3945,860Z200US95970,ZCTA5 95970,453,175,250,95,84,74,4,7,0,14,0,14,37,52,78,85,65,81,13,24,,95970,860Z200US95970,69000
3946,860Z200US95971,ZCTA5 95971,6419,741,5445,764,257,169,116,121,13,26,1,7,79,65,508,219,155,110,353,180,,95971,860Z200US95971,83269
3947,860Z200US95972,ZCTA5 95972,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95972,860Z200US95972,-
3948,860Z200US95973,ZCTA5 95973,39031,1653,27213,1599,648,328,584,334,2082,515,90,46,2895,861,5519,1102,3709,1053,1810,424,,95973,860Z200US95973,92813
3949,860Z200US95974,ZCTA5 95974,98,68,51,74,0,14,0,14,0,14,0,14,24,38,23,34,0,14,23,34,,95974,860Z200US95974,-
3950,860Z200US95975,ZCTA5 95975,1088,401,1006,400,0,14,0,14,37,48,0,14,0,14,45,58,0,14,45,58,,95975,860Z200US95975,103216
3951,860Z200US95977,ZCTA5 95977,1780,423,1315,335,18,32,43,51,57,80,0,14,50,63,297,163,112,88,185,135,,95977,860Z200US95977,104545
3952,860Z200US95978,ZCTA5 95978,142,214,142,214,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95978,860Z200US95978,-
3953,860Z200US95979,ZCTA5 95979,558,161,366,116,85,89,6,8,11,19,0,14,48,32,42,34,20,15,22,23,,95979,860Z200US95979,24766
3954,860Z200US95981,ZCTA5 95981,99,105,99,105,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95981,860Z200US95981,91016
3955,860Z200US95982,ZCTA5 95982,2795,407,2213,424,1,5,42,62,9,14,0,14,57,69,473,184,329,175,144,101,,95982,860Z200US95982,96224
3956,860Z200US95983,ZCTA5 95983,302,165,216,105,0,14,0,14,0,14,0,14,7,13,79,85,79,85,0,14,,95983,860Z200US95983,54968
3957,860Z200US95984,ZCTA5 95984,51,37,51,37,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95984,860Z200US95984,-
3958,860Z200US95986,ZCTA5 95986,115,133,115,133,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,95986,860Z200US95986,-
3959,860Z200US95987,ZCTA5 95987,6786,529,1900,534,3,6,10,21,3,7,0,19,3277,657,1593,666,1590,666,3,7,,95987,860Z200US95987,95122
3960,860Z200US95988,ZCTA5 95988,8808,467,5220,519,51,61,103,80,522,293,0,19,1373,546,1539,522,1265,505,274,113,,95988,860Z200US95988,66339
3961,860Z200US95991,ZCTA5 95991,42579,1566,18002,1195,1126,418,713,321,5167,927,30,36,7930,1233,9611,1557,6296,1423,3315,660,,95991,860Z200US95991,70590
3962,860Z200US95993,ZCTA5 95993,39046,1791,18039,1285,452,188,757,365,10245,960,49,65,4402,1146,5102,995,3460,972,1642,547,,95993,860Z200US95993,93763
3963,860Z200US96001,ZCTA5 96001,33817,1542,27655,1452,297,122,694,242,680,228,176,191,672,216,3643,620,1849,409,1794,413,,96001,860Z200US96001,72484
3964,860Z200US96002,ZCTA5 96002,33783,1442,24925,1423,559,285,423,140,1912,455,252,142,923,283,4789,937,2444,808,2345,407,,96002,860Z200US96002,73222
3965,860Z200US96003,ZCTA5 96003,44923,1981,34940,1693,385,199,674,263,1748,456,92,70,1150,366,5934,815,2941,772,2993,562,,96003,860Z200US96003,72445
3966,860Z200US96006,ZCTA5 96006,512,226,488,220,0,14,0,14,7,22,0,14,0,14,17,27,14,22,3,17,,96006,860Z200US96006,46094
3967,860Z200US96007,ZCTA5 96007,24768,1586,18531,1424,89,57,592,239,952,466,25,34,1435,532,3144,837,1526,763,1618,378,,96007,860Z200US96007,61357
3968,860Z200US96008,ZCTA5 96008,1054,358,943,345,19,6,10,14,0,14,0,14,20,22,62,40,24,20,38,33,,96008,860Z200US96008,92313
3969,860Z200US96009,ZCTA5 96009,307,152,260,146,0,14,3,6,10,14,0,14,14,23,20,20,20,20,0,14,,96009,860Z200US96009,-
3970,860Z200US96010,ZCTA5 96010,212,231,9,13,0,14,0,14,9,12,0,14,32,75,162,210,0,14,162,210,,96010,860Z200US96010,28958
3971,860Z200US96011,ZCTA5 96011,75,35,64,33,0,14,0,14,5,10,0,14,3,4,3,5,1,2,2,4,,96011,860Z200US96011,25208
3972,860Z200US96013,ZCTA5 96013,3779,645,3184,642,30,58,190,98,10,16,0,14,89,56,276,148,134,86,142,120,,96013,860Z200US96013,53688
3973,860Z200US96014,ZCTA5 96014,307,184,297,182,0,14,10,12,0,14,0,14,0,14,0,14,0,14,0,14,,96014,860Z200US96014,-
3974,860Z200US96015,ZCTA5 96015,437,145,277,290,1,3,1,2,139,249,0,14,2,3,17,30,17,30,0,14,,96015,860Z200US96015,45991
3975,860Z200US96016,ZCTA5 96016,193,131,183,130,0,14,0,14,0,14,0,14,0,14,10,17,10,17,0,14,,96016,860Z200US96016,54526
3976,860Z200US96017,ZCTA5 96017,122,56,104,52,0,14,0,14,3,4,0,14,1,2,14,18,0,14,14,18,,96017,860Z200US96017,48500
3977,860Z200US96019,ZCTA5 96019,10350,70,8148,429,27,19,122,91,499,257,1,6,109,75,1444,376,346,196,1098,316,,96019,860Z200US96019,67446
3978,860Z200US96020,ZCTA5 96020,2222,477,2010,455,45,57,38,54,0,14,0,14,8,12,121,87,63,55,58,64,,96020,860Z200US96020,50489
3979,860Z200US96021,ZCTA5 96021,14812,753,7353,818,15,31,47,49,366,241,14,16,3594,931,3423,1076,3106,1045,317,163,,96021,860Z200US96021,59592
3980,860Z200US96022,ZCTA5 96022,17092,1371,13259,1366,177,139,304,147,534,262,0,21,641,497,2177,558,1129,435,1048,353,,96022,860Z200US96022,89338
3981,860Z200US96023,ZCTA5 96023,1178,313,751,190,0,14,19,18,31,30,0,14,26,20,351,218,309,215,42,33,,96023,860Z200US96023,47237
3982,860Z200US96024,ZCTA5 96024,1082,344,1002,333,0,14,7,14,0,14,0,14,11,19,62,63,52,59,10,13,,96024,860Z200US96024,43750
3983,860Z200US96025,ZCTA5 96025,1906,264,1509,240,41,39,13,9,23,25,0,14,53,37,267,88,77,51,190,78,,96025,860Z200US96025,46036
3984,860Z200US96027,ZCTA5 96027,1908,306,1666,283,7,13,34,23,15,54,0,14,29,34,157,89,54,59,103,64,,96027,860Z200US96027,64308
3985,860Z200US96028,ZCTA5 96028,1526,428,1070,344,0,14,60,61,3,5,0,14,0,14,393,199,300,188,93,84,,96028,860Z200US96028,76295
3986,860Z200US96029,ZCTA5 96029,121,70,99,65,0,14,0,14,0,14,0,14,13,19,9,14,0,14,9,14,,96029,860Z200US96029,85682
3987,860Z200US96031,ZCTA5 96031,66,33,55,30,0,14,2,4,0,14,0,14,0,14,9,12,0,14,9,12,,96031,860Z200US96031,-
3988,860Z200US96032,ZCTA5 96032,2408,362,1929,342,7,9,232,97,16,21,10,15,27,21,187,128,108,110,79,59,,96032,860Z200US96032,72951
3989,860Z200US96033,ZCTA5 96033,172,81,130,64,0,14,0,14,0,14,0,14,19,30,23,20,16,19,7,8,,96033,860Z200US96033,44375
3990,860Z200US96034,ZCTA5 96034,332,116,267,95,11,22,0,14,0,14,0,14,1,3,53,52,25,35,28,40,,96034,860Z200US96034,73750
3991,860Z200US96035,ZCTA5 96035,3326,598,1862,391,4,7,73,53,0,14,0,14,707,387,680,372,529,368,151,112,,96035,860Z200US96035,49760
3992,860Z200US96037,ZCTA5 96037,168,147,168,147,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96037,860Z200US96037,117379
3993,860Z200US96038,ZCTA5 96038,504,171,466,171,14,18,0,14,0,14,0,14,0,14,24,23,17,22,7,7,,96038,860Z200US96038,59435
3994,860Z200US96039,ZCTA5 96039,583,144,353,141,0,14,119,51,0,14,0,14,15,14,96,52,39,30,57,36,,96039,860Z200US96039,41813
3995,860Z200US96040,ZCTA5 96040,57,51,53,50,1,3,0,14,0,14,0,14,1,3,2,4,1,4,1,3,,96040,860Z200US96040,-
3996,860Z200US96041,ZCTA5 96041,2889,709,2449,723,0,14,0,14,0,14,0,14,185,207,255,189,255,189,0,14,,96041,860Z200US96041,-
3997,860Z200US96044,ZCTA5 96044,1143,210,781,154,3,4,26,16,17,16,0,14,6,7,310,103,24,14,286,98,,96044,860Z200US96044,51688
3998,860Z200US96046,ZCTA5 96046,489,408,130,95,0,14,181,193,0,14,0,14,0,14,178,227,0,14,178,227,,96046,860Z200US96046,-
3999,860Z200US96047,ZCTA5 96047,841,273,677,249,0,14,21,28,72,89,0,14,0,14,71,53,26,28,45,47,,96047,860Z200US96047,-
4000,860Z200US96048,ZCTA5 96048,1297,418,1073,324,0,14,0,14,4,8,0,14,10,9,210,206,152,195,58,71,,96048,860Z200US96048,50521
4001,860Z200US96050,ZCTA5 96050,413,113,316,78,0,14,18,15,24,30,0,14,15,17,40,31,2,3,38,31,,96050,860Z200US96050,40909
4002,860Z200US96051,ZCTA5 96051,1070,303,970,299,3,8,0,14,4,6,0,14,32,41,61,46,34,35,27,31,,96051,860Z200US96051,69688
4003,860Z200US96052,ZCTA5 96052,2366,575,1862,516,12,15,6,12,32,50,0,14,32,19,422,186,260,106,162,139,,96052,860Z200US96052,37222
4004,860Z200US96054,ZCTA5 96054,183,97,178,97,0,14,1,3,0,14,0,14,3,7,1,5,0,14,1,5,,96054,860Z200US96054,-
4005,860Z200US96055,ZCTA5 96055,3473,660,2370,489,0,14,3,6,61,76,0,14,484,288,555,308,461,298,94,63,,96055,860Z200US96055,59798
4006,860Z200US96056,ZCTA5 96056,1584,401,1293,371,0,14,68,55,76,75,0,14,39,46,108,91,45,76,63,59,,96056,860Z200US96056,61442
4007,860Z200US96057,ZCTA5 96057,1025,186,828,138,7,9,26,27,9,16,6,11,4,8,145,89,41,23,104,85,,96057,860Z200US96057,50179
4008,860Z200US96058,ZCTA5 96058,661,191,262,60,50,47,0,14,41,40,0,14,14,14,294,185,226,174,68,64,,96058,860Z200US96058,47266
4009,860Z200US96059,ZCTA5 96059,826,444,507,260,0,14,0,14,27,46,0,14,274,357,18,27,0,14,18,27,,96059,860Z200US96059,-
4010,860Z200US96061,ZCTA5 96061,59,71,59,71,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96061,860Z200US96061,-
4011,860Z200US96062,ZCTA5 96062,1243,362,954,316,4,6,23,22,0,14,0,14,60,40,202,124,17,17,185,125,,96062,860Z200US96062,129688
4012,860Z200US96063,ZCTA5 96063,133,130,121,127,0,14,0,14,12,21,0,14,0,14,0,14,0,14,0,14,,96063,860Z200US96063,-
4013,860Z200US96064,ZCTA5 96064,4665,399,3700,342,71,65,129,61,48,32,7,14,84,56,626,174,158,89,468,140,,96064,860Z200US96064,61157
4014,860Z200US96065,ZCTA5 96065,221,110,145,78,0,14,14,9,0,14,0,14,0,14,62,87,61,86,1,3,,96065,860Z200US96065,61250
4015,860Z200US96067,ZCTA5 96067,7839,509,6476,463,94,62,101,103,154,68,152,69,144,81,718,238,385,213,333,148,,96067,860Z200US96067,65000
4016,860Z200US96068,ZCTA5 96068,94,14,30,24,35,37,0,14,0,14,0,14,0,14,29,27,27,26,2,4,,96068,860Z200US96068,-
4017,860Z200US96069,ZCTA5 96069,1426,408,1001,191,32,50,2,3,4,11,0,14,27,26,360,341,249,331,111,89,,96069,860Z200US96069,71250
4018,860Z200US96071,ZCTA5 96071,20,22,20,22,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96071,860Z200US96071,-
4019,860Z200US96073,ZCTA5 96073,5750,711,4902,721,30,41,33,38,28,26,0,19,146,133,611,257,256,171,355,190,,96073,860Z200US96073,120469
4020,860Z200US96074,ZCTA5 96074,290,95,145,98,49,31,9,13,12,22,14,23,10,24,51,37,33,31,18,16,,96074,860Z200US96074,51346
4021,860Z200US96075,ZCTA5 96075,221,97,158,95,32,18,8,16,0,14,0,14,7,16,16,22,16,22,0,14,,96075,860Z200US96075,-
4022,860Z200US96076,ZCTA5 96076,148,75,118,76,0,14,5,12,16,6,0,14,0,14,9,16,7,16,2,4,,96076,860Z200US96076,29156
4023,860Z200US96078,ZCTA5 96078,454,496,114,162,0,14,0,14,0,14,0,14,340,464,0,14,0,14,0,14,,96078,860Z200US96078,-
4024,860Z200US96080,ZCTA5 96080,31554,1102,23388,1100,439,244,951,278,590,266,58,72,2121,922,4007,846,2736,740,1271,347,,96080,860Z200US96080,66076
4025,860Z200US96084,ZCTA5 96084,671,176,509,146,0,14,19,23,47,52,0,14,14,20,82,58,30,25,52,43,,96084,860Z200US96084,60769
4026,860Z200US96085,ZCTA5 96085,71,45,51,38,0,14,19,19,1,2,0,14,0,14,0,14,0,14,0,14,,96085,860Z200US96085,105179
4027,860Z200US96086,ZCTA5 96086,348,104,249,91,0,14,46,40,2,3,0,14,0,14,51,33,20,18,31,28,,96086,860Z200US96086,88750
4028,860Z200US96087,ZCTA5 96087,899,333,828,319,0,14,24,36,7,10,0,14,5,8,35,34,14,25,21,23,,96087,860Z200US96087,110375
4029,860Z200US96088,ZCTA5 96088,4239,534,3482,518,0,14,42,43,14,23,26,42,216,130,459,181,202,132,257,134,,96088,860Z200US96088,65958
4030,860Z200US96090,ZCTA5 96090,366,126,260,107,0,14,3,5,2,4,0,14,29,32,72,49,38,35,34,32,,96090,860Z200US96090,70893
4031,860Z200US96091,ZCTA5 96091,932,316,862,306,0,14,19,23,4,6,31,48,0,14,16,13,8,10,8,8,,96091,860Z200US96091,61058
4032,860Z200US96092,ZCTA5 96092,327,134,191,73,0,14,0,14,0,14,0,14,8,14,128,121,128,121,0,14,,96092,860Z200US96092,40855
4033,860Z200US96093,ZCTA5 96093,4320,696,3214,648,10,11,282,291,50,65,64,84,490,454,210,149,192,150,18,19,,96093,860Z200US96093,65741
4034,860Z200US96094,ZCTA5 96094,6656,412,4830,409,142,89,122,54,321,144,4,10,569,251,668,185,279,137,389,153,,96094,860Z200US96094,68103
4035,860Z200US96096,ZCTA5 96096,577,121,478,105,1,4,1,3,0,14,0,14,9,8,88,48,64,47,24,15,,96096,860Z200US96096,64444
4036,860Z200US96097,ZCTA5 96097,9964,355,8138,420,141,123,469,145,30,29,3,7,184,90,999,269,475,211,524,156,,96097,860Z200US96097,53059
4037,860Z200US96101,ZCTA5 96101,5142,386,4152,394,41,39,67,93,20,28,0,19,294,183,568,233,276,206,292,113,,96101,860Z200US96101,61680
4038,860Z200US96103,ZCTA5 96103,1112,245,1049,238,0,14,0,14,0,14,0,14,51,29,12,21,0,14,12,21,,96103,860Z200US96103,82589
4039,860Z200US96104,ZCTA5 96104,713,202,600,195,5,8,0,14,11,9,0,14,59,89,38,50,25,30,13,38,,96104,860Z200US96104,52794
4040,860Z200US96105,ZCTA5 96105,799,452,376,265,0,14,98,101,0,14,0,14,202,180,123,100,39,38,84,97,,96105,860Z200US96105,122750
4041,860Z200US96106,ZCTA5 96106,300,212,300,212,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96106,860Z200US96106,-
4042,860Z200US96107,ZCTA5 96107,793,263,587,243,0,14,0,14,33,42,0,14,26,29,147,122,61,93,86,94,,96107,860Z200US96107,61563
4043,860Z200US96108,ZCTA5 96108,110,130,110,130,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96108,860Z200US96108,-
4044,860Z200US96109,ZCTA5 96109,1299,404,1090,372,0,14,50,53,22,35,0,14,0,14,137,114,89,86,48,52,,96109,860Z200US96109,43988
4045,860Z200US96110,ZCTA5 96110,65,34,63,32,2,7,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96110,860Z200US96110,78333
4046,860Z200US96111,ZCTA5 96111,26,29,26,29,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96111,860Z200US96111,-
4047,860Z200US96112,ZCTA5 96112,193,75,80,57,0,14,82,58,0,14,0,14,2,3,29,27,3,4,26,27,,96112,860Z200US96112,-
4048,860Z200US96113,ZCTA5 96113,2039,301,1465,293,338,76,127,56,46,34,2,4,3,4,58,49,17,22,41,45,,96113,860Z200US96113,67083
4049,860Z200US96114,ZCTA5 96114,2959,377,2380,305,0,14,79,75,0,14,0,14,244,214,256,119,57,62,199,99,,96114,860Z200US96114,79688
4050,860Z200US96115,ZCTA5 96115,125,61,125,61,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96115,860Z200US96115,71719
4051,860Z200US96116,ZCTA5 96116,57,65,6,11,0,14,0,14,0,14,0,14,0,14,51,56,0,14,51,56,,96116,860Z200US96116,-
4052,860Z200US96117,ZCTA5 96117,261,155,167,100,0,14,0,14,0,14,0,14,0,14,94,104,94,104,0,14,,96117,860Z200US96117,104583
4053,860Z200US96118,ZCTA5 96118,1328,389,1225,367,0,14,0,14,0,14,0,14,90,121,13,24,8,18,5,12,,96118,860Z200US96118,54167
4054,860Z200US96119,ZCTA5 96119,6,9,6,9,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96119,860Z200US96119,-
4055,860Z200US96120,ZCTA5 96120,1349,234,776,218,0,14,426,42,36,34,0,14,16,16,95,84,85,82,10,9,,96120,860Z200US96120,100417
4056,860Z200US96121,ZCTA5 96121,217,158,160,124,0,14,0,14,0,14,0,14,0,14,57,82,57,82,0,14,,96121,860Z200US96121,58021
4057,860Z200US96122,ZCTA5 96122,4447,657,3581,635,0,14,254,246,180,145,0,14,68,67,364,173,233,123,131,107,,96122,860Z200US96122,54205
4058,860Z200US96123,ZCTA5 96123,45,22,29,16,3,4,0,14,0,14,0,14,3,4,10,10,6,7,4,7,,96123,860Z200US96123,41563
4059,860Z200US96124,ZCTA5 96124,387,244,375,241,0,14,0,14,0,14,0,14,0,14,12,23,12,23,0,14,,96124,860Z200US96124,205893
4060,860Z200US96125,ZCTA5 96125,263,106,248,104,0,14,0,14,0,14,0,14,0,14,15,18,0,14,15,18,,96125,860Z200US96125,95554
4061,860Z200US96126,ZCTA5 96126,351,152,149,118,0,14,0,14,0,14,0,14,101,116,101,103,101,103,0,14,,96126,860Z200US96126,-
4062,860Z200US96128,ZCTA5 96128,656,270,560,242,1,2,11,18,0,14,0,14,7,9,77,94,10,15,67,93,,96128,860Z200US96128,91012
4063,860Z200US96129,ZCTA5 96129,306,230,262,210,0,14,0,14,0,14,0,14,0,14,44,63,0,14,44,63,,96129,860Z200US96129,52381
4064,860Z200US96130,ZCTA5 96130,20173,539,12433,494,1504,172,548,212,540,128,287,21,876,282,3985,405,3178,347,807,240,,96130,860Z200US96130,72465
4065,860Z200US96132,ZCTA5 96132,21,26,17,26,2,3,0,14,0,14,0,14,0,14,2,5,0,14,2,5,,96132,860Z200US96132,68472
4066,860Z200US96133,ZCTA5 96133,180,167,23,38,0,14,0,14,0,14,0,14,0,14,157,166,157,166,0,14,,96133,860Z200US96133,-
4067,860Z200US96134,ZCTA5 96134,2346,347,1401,348,6,20,30,38,0,14,0,14,161,82,748,257,719,250,29,33,,96134,860Z200US96134,49674
4068,860Z200US96135,ZCTA5 96135,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96135,860Z200US96135,-
4069,860Z200US96136,ZCTA5 96136,27,37,27,37,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,,96136,860Z200US96136,-
4070,860Z200US96137,ZCTA5 96137,2923,504,2373,445,0,14,186,228,0,14,0,14,25,28,339,182,93,63,246,177,,96137,860Z200US96137,65896
4071,860Z200US96140,ZCTA5 96140,1171,397,897,269,0,14,0,14,61,59,0,14,0,14,213,160,128,112,85,109,,96140,860Z200US96140,181875
