,Geography,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!White alone,Margin of Error!!Total:!!White alone,Estimate!!Total:!!Black or African American alone,Margin of Error!!Total:!!Black or African American alone,Estimate!!Total:!!American Indian and Alaska Native alone,Margin of Error!!Total:!!American Indian and Alaska Native alone,Estimate!!Total:!!Asian alone,Margin of Error!!Total:!!Asian alone,Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total:!!Some Other Race alone,Margin of Error!!Total:!!Some Other Race alone,Estimate!!Total:!!Two or More Races:,Margin of Error!!Total:!!Two or More Races:,Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race,Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race,"Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",,ZIP,GEO_ID,median household income
1606,860Z200US64014,ZCTA5 64014,28788,1346,22315,1537,2231,544,44,44,554,319,100,128,390,247,3154,714,1508,512,1646,477,,64014,860Z200US64014,90337
1607,860Z200US64015,ZCTA5 64015,32245,1492,26078,1476,2635,735,55,37,427,204,15,18,351,214,2684,488,1419,394,1265,352,,64015,860Z200US64015,84518
1608,860Z200US64016,ZCTA5 64016,4603,472,4229,513,45,49,4,6,16,20,0,12,8,13,301,116,137,101,164,90,,64016,860Z200US64016,98323
1609,860Z200US64017,ZCTA5 64017,335,111,324,107,0,12,0,12,1,2,0,12,0,12,10,14,3,11,7,8,,64017,860Z200US64017,68239
1610,860Z200US64018,ZCTA5 64018,981,308,942,303,0,12,0,12,0,12,0,12,0,12,39,24,7,9,32,22,,64018,860Z200US64018,110750
1611,860Z200US64019,ZCTA5 64019,2385,513,2091,478,41,22,1,2,19,29,0,12,23,31,210,160,60,74,150,137,,64019,860Z200US64019,91005
1612,860Z200US64020,ZCTA5 64020,2953,333,2833,330,11,3,0,12,0,12,0,12,22,32,87,77,54,72,33,32,,64020,860Z200US64020,59269
1613,860Z200US64021,ZCTA5 64021,573,222,529,211,1,2,4,7,0,12,0,12,0,12,39,37,18,27,21,23,,64021,860Z200US64021,97188
1614,860Z200US64022,ZCTA5 64022,140,137,133,137,0,12,0,12,0,12,0,12,0,12,7,12,7,12,0,12,,64022,860Z200US64022,78125
1615,860Z200US64024,ZCTA5 64024,15574,506,13383,772,380,297,189,134,72,59,2,4,425,229,1123,365,562,267,561,188,,64024,860Z200US64024,77895
1616,860Z200US64028,ZCTA5 64028,309,80,287,70,0,12,0,12,16,30,0,12,0,12,6,7,2,4,4,6,,64028,860Z200US64028,124375
1617,860Z200US64029,ZCTA5 64029,21961,1350,18308,1700,1043,690,32,32,97,69,19,32,260,146,2202,822,1390,904,812,366,,64029,860Z200US64029,91704
1618,860Z200US64030,ZCTA5 64030,26422,157,12733,1124,8570,1047,198,181,538,221,24,42,2201,844,2158,581,793,371,1365,389,,64030,860Z200US64030,53216
1619,860Z200US64034,ZCTA5 64034,8998,536,7981,669,290,183,0,17,21,31,0,17,125,185,581,290,377,275,204,140,,64034,860Z200US64034,120041
1620,860Z200US64035,ZCTA5 64035,1189,226,1116,224,2,3,16,23,0,12,0,12,0,12,55,40,16,15,39,35,,64035,860Z200US64035,86756
1621,860Z200US64036,ZCTA5 64036,610,219,530,199,44,30,0,12,0,12,0,12,0,12,36,37,18,33,18,16,,64036,860Z200US64036,46786
1622,860Z200US64037,ZCTA5 64037,6460,482,5347,501,265,125,0,17,24,43,0,17,223,193,601,202,54,41,547,200,,64037,860Z200US64037,91843
1623,860Z200US64040,ZCTA5 64040,6379,749,5794,695,20,21,27,35,0,17,18,28,91,76,429,153,121,85,308,120,,64040,860Z200US64040,71886
1624,860Z200US64048,ZCTA5 64048,4387,620,4151,615,35,51,7,11,3,5,0,12,12,15,179,116,75,69,104,82,,64048,860Z200US64048,103131
1625,860Z200US64050,ZCTA5 64050,21079,1129,15748,1138,1521,705,112,83,245,148,195,150,867,339,2391,480,1156,371,1235,333,,64050,860Z200US64050,48834
1626,860Z200US64052,ZCTA5 64052,22138,1514,14733,1368,1562,473,195,163,437,279,284,186,1374,537,3553,786,2558,763,995,386,,64052,860Z200US64052,59007
1627,860Z200US64053,ZCTA5 64053,6775,1071,3961,1042,635,452,110,114,52,54,0,17,236,217,1781,740,1615,750,166,92,,64053,860Z200US64053,47285
1628,860Z200US64054,ZCTA5 64054,3547,500,2674,469,67,158,73,81,34,50,137,204,62,61,500,327,325,279,175,116,,64054,860Z200US64054,59719
1629,860Z200US64055,ZCTA5 64055,35960,2032,26634,1934,4123,1057,98,127,449,138,46,55,1030,491,3580,750,1833,635,1747,461,,64055,860Z200US64055,62439
1630,860Z200US64056,ZCTA5 64056,17395,1361,12376,1169,2235,701,29,25,147,105,35,47,552,232,2021,478,739,261,1282,412,,64056,860Z200US64056,67685
1631,860Z200US64057,ZCTA5 64057,14328,904,10455,817,2643,795,14,17,101,90,170,118,254,215,691,199,319,131,372,130,,64057,860Z200US64057,71402
1632,860Z200US64058,ZCTA5 64058,6660,720,6305,739,22,34,26,25,29,34,6,14,21,33,251,149,163,143,88,46,,64058,860Z200US64058,82192
1633,860Z200US64060,ZCTA5 64060,16488,797,15512,827,54,61,0,19,139,94,0,19,178,146,605,222,165,98,440,199,,64060,860Z200US64060,112683
1634,860Z200US64061,ZCTA5 64061,3161,553,2735,485,214,250,5,8,0,12,0,12,19,22,188,112,53,86,135,74,,64061,860Z200US64061,85987
1635,860Z200US64062,ZCTA5 64062,6968,739,6693,748,0,17,0,17,0,17,0,17,39,36,236,89,146,83,90,46,,64062,860Z200US64062,92277
1636,860Z200US64063,ZCTA5 64063,21863,1372,16851,1184,2075,393,61,63,193,135,238,178,813,839,1632,508,459,218,1173,471,,64063,860Z200US64063,80459
1637,860Z200US64064,ZCTA5 64064,20050,1391,16409,1484,1662,359,52,63,575,223,0,23,188,129,1164,352,682,317,482,166,,64064,860Z200US64064,117674
1638,860Z200US64065,ZCTA5 64065,94,101,41,22,11,19,0,12,0,12,0,12,0,12,42,68,42,68,0,12,,64065,860Z200US64065,-
1639,860Z200US64066,ZCTA5 64066,98,89,44,29,54,85,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64066,860Z200US64066,82083
1640,860Z200US64067,ZCTA5 64067,5978,627,5428,683,60,67,0,17,0,17,0,17,169,187,321,321,294,313,27,37,,64067,860Z200US64067,69546
1641,860Z200US64068,ZCTA5 64068,37758,651,32474,1021,1669,405,153,79,423,215,29,35,756,298,2254,407,1152,329,1102,271,,64068,860Z200US64068,92297
1642,860Z200US64070,ZCTA5 64070,3479,571,3256,557,4,7,12,12,16,19,8,12,54,67,129,87,42,35,87,78,,64070,860Z200US64070,130364
1643,860Z200US64071,ZCTA5 64071,728,245,633,230,32,26,0,12,1,3,0,12,12,16,50,38,14,15,36,35,,64071,860Z200US64071,124375
1644,860Z200US64072,ZCTA5 64072,205,87,187,83,0,12,1,2,1,2,0,12,0,12,16,11,14,11,2,3,,64072,860Z200US64072,37917
1645,860Z200US64074,ZCTA5 64074,524,190,493,187,0,12,3,5,0,12,0,12,7,11,21,29,14,28,7,8,,64074,860Z200US64074,75469
1646,860Z200US64075,ZCTA5 64075,12121,441,11060,588,307,258,21,19,108,69,0,19,48,64,577,235,311,236,266,129,,64075,860Z200US64075,81573
1647,860Z200US64076,ZCTA5 64076,9623,687,9049,683,41,45,67,91,0,17,0,17,0,17,466,210,182,150,284,144,,64076,860Z200US64076,93008
1648,860Z200US64077,ZCTA5 64077,1665,284,1488,269,35,33,9,9,0,12,0,12,29,36,104,50,50,36,54,31,,64077,860Z200US64077,75956
1649,860Z200US64078,ZCTA5 64078,9853,619,8351,880,475,243,34,43,8,14,0,17,127,136,858,414,378,328,480,282,,64078,860Z200US64078,103922
1650,860Z200US64079,ZCTA5 64079,15160,1132,13167,1132,383,219,104,61,150,98,27,39,452,242,877,266,382,187,495,198,,64079,860Z200US64079,99161
1651,860Z200US64080,ZCTA5 64080,14007,551,12441,730,82,68,6,9,62,48,10,11,443,312,963,359,523,283,440,191,,64080,860Z200US64080,104311
1652,860Z200US64081,ZCTA5 64081,25305,1652,19633,1596,2532,860,0,23,514,249,168,171,507,273,1951,494,945,400,1006,350,,64081,860Z200US64081,102119
1653,860Z200US64082,ZCTA5 64082,20068,1280,15408,1075,1933,589,55,70,519,316,0,23,239,153,1914,633,1367,590,547,228,,64082,860Z200US64082,131453
1654,860Z200US64083,ZCTA5 64083,26201,418,20665,770,2193,385,74,37,291,117,0,23,448,210,2530,488,1160,343,1370,431,,64083,860Z200US64083,101667
1655,860Z200US64084,ZCTA5 64084,1380,374,1371,371,0,12,0,12,3,8,0,12,0,12,6,12,0,12,6,12,,64084,860Z200US64084,65060
1656,860Z200US64085,ZCTA5 64085,7855,358,7152,330,63,60,125,82,34,41,0,17,65,69,416,170,154,97,262,127,,64085,860Z200US64085,64096
1657,860Z200US64086,ZCTA5 64086,23599,1299,18976,1329,1953,415,126,133,482,204,0,23,651,472,1411,429,576,214,835,381,,64086,860Z200US64086,102099
1658,860Z200US64088,ZCTA5 64088,1456,273,1319,262,12,18,14,20,2,4,0,12,7,10,102,96,76,93,26,21,,64088,860Z200US64088,101645
1659,860Z200US64089,ZCTA5 64089,14380,850,13774,862,60,72,64,69,32,35,0,19,69,64,381,189,151,122,230,152,,64089,860Z200US64089,101009
1660,860Z200US64090,ZCTA5 64090,130,66,130,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64090,860Z200US64090,61875
1661,860Z200US64092,ZCTA5 64092,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64092,860Z200US64092,-
1662,860Z200US64093,ZCTA5 64093,28199,940,23885,953,1376,264,40,38,710,111,0,23,404,241,1784,339,763,213,1021,228,,64093,860Z200US64093,61094
1663,860Z200US64096,ZCTA5 64096,1166,220,982,181,53,59,1,2,0,12,0,12,70,90,60,49,38,43,22,16,,64096,860Z200US64096,52315
1664,860Z200US64097,ZCTA5 64097,1014,252,955,233,4,7,0,12,0,12,0,12,0,12,55,48,49,46,6,10,,64097,860Z200US64097,74750
1665,860Z200US64098,ZCTA5 64098,3311,486,3030,477,7,8,5,7,18,16,0,12,14,15,237,114,47,35,190,108,,64098,860Z200US64098,92661
1666,860Z200US64101,ZCTA5 64101,203,80,132,69,71,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64101,860Z200US64101,-
1667,860Z200US64102,ZCTA5 64102,56,67,41,56,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64102,860Z200US64102,-
1668,860Z200US64105,ZCTA5 64105,6312,452,4407,396,758,261,0,17,268,154,62,78,297,188,520,195,244,148,276,145,,64105,860Z200US64105,67235
1669,860Z200US64106,ZCTA5 64106,11343,1224,5089,701,4326,933,11,16,786,292,0,19,133,102,998,413,225,169,773,391,,64106,860Z200US64106,52564
1670,860Z200US64108,ZCTA5 64108,10495,809,5550,474,2619,669,24,24,376,120,0,19,459,248,1467,268,810,206,657,178,,64108,860Z200US64108,80551
1671,860Z200US64109,ZCTA5 64109,10043,904,4282,403,4458,758,18,24,151,112,0,19,642,315,492,163,155,90,337,121,,64109,860Z200US64109,41943
1672,860Z200US64110,ZCTA5 64110,16878,1319,9045,810,5316,972,51,36,361,125,0,19,366,175,1739,405,1160,394,579,195,,64110,860Z200US64110,63044
1673,860Z200US64111,ZCTA5 64111,16887,937,12427,843,1489,407,41,29,713,219,55,75,212,108,1950,519,714,338,1236,409,,64111,860Z200US64111,61729
1674,860Z200US64112,ZCTA5 64112,8260,652,6814,577,300,166,29,27,332,134,12,20,203,185,570,186,299,140,271,132,,64112,860Z200US64112,100736
1675,860Z200US64113,ZCTA5 64113,12386,928,11019,824,110,63,0,19,340,167,0,19,99,82,818,291,329,158,489,240,,64113,860Z200US64113,179964
1676,860Z200US64114,ZCTA5 64114,24229,1472,18969,1492,2371,560,40,60,747,398,50,59,302,167,1750,407,865,297,885,249,,64114,860Z200US64114,81275
1677,860Z200US64116,ZCTA5 64116,18046,1259,11620,971,2570,637,122,199,1198,501,179,144,418,344,1939,491,418,214,1521,445,,64116,860Z200US64116,64123
1678,860Z200US64117,ZCTA5 64117,14919,1461,9729,1042,2753,718,40,46,212,172,15,26,1033,368,1137,635,435,262,702,550,,64117,860Z200US64117,59601
1679,860Z200US64118,ZCTA5 64118,41984,2073,31423,1981,3743,944,260,122,1103,405,214,197,1194,287,4047,750,2198,618,1849,452,,64118,860Z200US64118,74740
1680,860Z200US64119,ZCTA5 64119,33199,1861,25241,1751,2605,559,157,137,903,310,44,65,1336,399,2913,646,1461,522,1452,349,,64119,860Z200US64119,83929
1681,860Z200US64120,ZCTA5 64120,552,152,474,143,18,34,0,12,0,12,0,12,0,12,60,82,6,9,54,82,,64120,860Z200US64120,76833
1682,860Z200US64123,ZCTA5 64123,11833,1410,4693,828,1517,729,315,335,556,243,112,103,1515,509,3125,1078,2701,930,424,474,,64123,860Z200US64123,54443
1683,860Z200US64124,ZCTA5 64124,10925,1474,3759,698,2193,782,317,421,635,259,0,19,2471,920,1550,605,1234,596,316,200,,64124,860Z200US64124,46241
1684,860Z200US64125,ZCTA5 64125,2472,630,997,438,378,326,26,42,0,12,0,12,793,426,278,125,223,120,55,48,,64125,860Z200US64125,41983
1685,860Z200US64126,ZCTA5 64126,6898,1001,1645,540,1521,508,193,270,152,162,0,17,1394,622,1993,892,1701,766,292,292,,64126,860Z200US64126,39934
1686,860Z200US64127,ZCTA5 64127,17668,1441,3191,856,7161,1195,200,164,144,121,0,19,3374,853,3598,1016,2950,929,648,303,,64127,860Z200US64127,33111
1687,860Z200US64128,ZCTA5 64128,11912,1169,1461,495,9147,1085,1,3,0,19,0,19,437,271,866,303,442,243,424,185,,64128,860Z200US64128,36088
1688,860Z200US64129,ZCTA5 64129,9267,1145,3338,559,4229,947,13,25,80,62,10,19,511,564,1086,462,456,348,630,317,,64129,860Z200US64129,51310
1689,860Z200US64130,ZCTA5 64130,19644,1565,1978,412,15745,1432,8,25,21,29,0,19,381,195,1511,540,918,526,593,193,,64130,860Z200US64130,42221
1690,860Z200US64131,ZCTA5 64131,21942,1625,10279,806,8668,1144,29,34,297,144,0,23,969,609,1700,511,853,374,847,290,,64131,860Z200US64131,64201
1691,860Z200US64132,ZCTA5 64132,12084,1098,2391,514,7648,937,99,77,61,82,13,23,469,301,1403,538,792,455,611,308,,64132,860Z200US64132,45622
1692,860Z200US64133,ZCTA5 64133,36249,2183,16645,1295,13969,1816,78,84,354,171,0,26,1564,894,3639,886,2379,949,1260,454,,64133,860Z200US64133,67750
1693,860Z200US64134,ZCTA5 64134,22964,1773,6741,826,13443,1522,47,64,208,193,22,48,712,481,1791,463,772,326,1019,369,,64134,860Z200US64134,58170
1694,860Z200US64136,ZCTA5 64136,1602,609,736,469,671,312,0,12,0,12,0,12,29,46,166,223,0,12,166,223,,64136,860Z200US64136,51867
1695,860Z200US64137,ZCTA5 64137,9422,972,6188,914,1751,586,0,17,278,191,0,17,201,175,1004,383,453,222,551,332,,64137,860Z200US64137,66036
1696,860Z200US64138,ZCTA5 64138,23805,1618,10620,1335,10449,1240,41,33,621,419,2,6,507,252,1565,475,388,260,1177,406,,64138,860Z200US64138,58638
1697,860Z200US64139,ZCTA5 64139,2796,611,2161,535,413,225,12,22,6,11,0,12,0,12,204,124,35,42,169,115,,64139,860Z200US64139,122686
1698,860Z200US64145,ZCTA5 64145,4965,418,3787,428,404,193,24,30,144,135,0,12,90,67,516,212,418,210,98,82,,64145,860Z200US64145,95159
1699,860Z200US64146,ZCTA5 64146,1278,368,1027,351,165,130,1,2,30,47,0,12,9,14,46,38,31,35,15,19,,64146,860Z200US64146,66481
1700,860Z200US64147,ZCTA5 64147,441,262,61,31,245,233,0,12,0,12,0,12,0,12,135,155,10,20,125,152,,64147,860Z200US64147,-
1701,860Z200US64149,ZCTA5 64149,418,238,259,156,0,12,0,12,0,12,0,12,14,21,145,176,126,176,19,21,,64149,860Z200US64149,91250
1702,860Z200US64150,ZCTA5 64150,4463,89,2877,291,884,315,7,11,221,212,0,12,196,145,278,132,124,106,154,88,,64150,860Z200US64150,58846
1703,860Z200US64151,ZCTA5 64151,28526,1093,20910,1054,3646,697,51,51,674,255,97,103,860,408,2288,382,974,249,1314,288,,64151,860Z200US64151,92876
1704,860Z200US64152,ZCTA5 64152,31545,1184,26109,1262,1312,448,111,73,677,238,0,26,983,390,2353,504,1007,327,1346,367,,64152,860Z200US64152,114688
1705,860Z200US64153,ZCTA5 64153,6653,776,4282,675,819,336,0,17,251,182,92,147,201,241,1008,414,484,215,524,370,,64153,860Z200US64153,82964
1706,860Z200US64154,ZCTA5 64154,13851,950,10220,937,1347,393,0,19,766,317,0,19,379,241,1139,346,383,162,756,296,,64154,860Z200US64154,86213
1707,860Z200US64155,ZCTA5 64155,28824,1842,22012,1814,2381,603,92,72,287,128,220,72,894,373,2938,659,1653,565,1285,425,,64155,860Z200US64155,97471
1708,860Z200US64156,ZCTA5 64156,7946,761,6466,756,394,317,15,22,366,191,45,74,53,58,607,285,192,110,415,253,,64156,860Z200US64156,130224
1709,860Z200US64157,ZCTA5 64157,23030,1146,18344,1232,952,318,22,30,1704,603,0,23,350,268,1658,516,676,240,982,427,,64157,860Z200US64157,149526
1710,860Z200US64158,ZCTA5 64158,7317,1029,5507,914,429,230,93,96,261,187,12,30,432,296,583,288,433,258,150,114,,64158,860Z200US64158,105043
1711,860Z200US64161,ZCTA5 64161,292,105,240,85,40,63,4,7,0,12,0,12,1,2,7,8,5,8,2,3,,64161,860Z200US64161,53333
1712,860Z200US64163,ZCTA5 64163,1181,160,880,158,131,114,14,17,22,23,0,12,27,30,107,68,23,25,84,57,,64163,860Z200US64163,59511
1713,860Z200US64164,ZCTA5 64164,208,96,184,75,0,12,0,12,0,12,0,12,0,12,24,34,24,34,0,12,,64164,860Z200US64164,145208
1714,860Z200US64165,ZCTA5 64165,212,173,181,190,12,22,0,12,0,12,0,12,0,12,19,36,0,12,19,36,,64165,860Z200US64165,-
1715,860Z200US64166,ZCTA5 64166,270,196,270,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64166,860Z200US64166,163214
1716,860Z200US64167,ZCTA5 64167,243,116,230,123,0,12,0,12,0,12,0,12,0,12,13,19,13,19,0,12,,64167,860Z200US64167,202917
1717,860Z200US64401,ZCTA5 64401,1757,350,1598,314,0,12,4,6,0,12,0,12,94,124,61,59,29,22,32,56,,64401,860Z200US64401,99398
1718,860Z200US64402,ZCTA5 64402,2379,190,2202,179,15,38,2,4,18,26,0,12,20,21,122,78,71,61,51,49,,64402,860Z200US64402,54444
1719,860Z200US64420,ZCTA5 64420,31,17,30,17,0,12,0,12,0,12,0,12,0,12,1,2,1,2,0,12,,64420,860Z200US64420,73750
1720,860Z200US64421,ZCTA5 64421,817,158,770,160,0,12,0,12,0,12,0,12,0,12,47,39,24,20,23,34,,64421,860Z200US64421,53125
1721,860Z200US64422,ZCTA5 64422,350,174,350,174,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64422,860Z200US64422,68882
1722,860Z200US64423,ZCTA5 64423,777,147,769,145,0,12,0,12,0,12,0,12,6,9,2,3,0,12,2,3,,64423,860Z200US64423,58854
1723,860Z200US64424,ZCTA5 64424,3929,277,3740,275,52,52,0,12,26,27,0,12,3,6,108,71,18,25,90,69,,64424,860Z200US64424,53479
1724,860Z200US64426,ZCTA5 64426,530,173,520,174,0,12,0,12,0,12,0,12,0,12,10,11,3,4,7,10,,64426,860Z200US64426,87844
1725,860Z200US64427,ZCTA5 64427,582,126,571,124,0,12,0,12,1,2,0,12,0,12,10,8,5,7,5,6,,64427,860Z200US64427,62917
1726,860Z200US64428,ZCTA5 64428,609,83,591,85,4,6,3,6,0,12,0,12,0,12,11,9,2,4,9,8,,64428,860Z200US64428,56250
1727,860Z200US64429,ZCTA5 64429,11449,402,10261,479,619,101,25,24,19,33,0,19,146,201,379,229,132,91,247,218,,64429,860Z200US64429,68708
1728,860Z200US64430,ZCTA5 64430,823,199,766,195,2,5,0,12,39,52,0,12,3,5,13,11,7,8,6,7,,64430,860Z200US64430,75577
1729,860Z200US64431,ZCTA5 64431,441,115,430,116,0,12,0,12,0,12,0,12,0,12,11,11,5,8,6,7,,64431,860Z200US64431,75625
1730,860Z200US64432,ZCTA5 64432,119,77,111,76,3,10,0,12,5,8,0,12,0,12,0,12,0,12,0,12,,64432,860Z200US64432,76250
1731,860Z200US64433,ZCTA5 64433,202,90,187,92,0,12,0,12,13,27,0,12,0,12,2,4,2,4,0,12,,64433,860Z200US64433,50417
1732,860Z200US64434,ZCTA5 64434,494,106,475,105,0,12,0,12,0,12,0,12,0,12,19,22,13,19,6,9,,64434,860Z200US64434,73750
1733,860Z200US64436,ZCTA5 64436,873,305,763,275,20,25,0,12,2,5,0,12,0,12,88,84,71,76,17,23,,64436,860Z200US64436,113500
1734,860Z200US64437,ZCTA5 64437,561,127,553,126,0,12,0,12,0,12,0,12,2,3,6,7,4,5,2,4,,64437,860Z200US64437,51667
1735,860Z200US64438,ZCTA5 64438,77,60,77,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64438,860Z200US64438,-
1736,860Z200US64439,ZCTA5 64439,1537,394,1369,350,0,12,0,12,6,8,0,12,55,61,107,94,72,92,35,25,,64439,860Z200US64439,91136
1737,860Z200US64440,ZCTA5 64440,900,274,874,270,2,4,0,12,0,12,0,12,0,12,24,23,0,12,24,23,,64440,860Z200US64440,94306
1738,860Z200US64441,ZCTA5 64441,110,59,110,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64441,860Z200US64441,42250
1739,860Z200US64442,ZCTA5 64442,951,190,895,187,0,12,6,9,0,12,0,12,0,12,50,41,12,17,38,42,,64442,860Z200US64442,61985
1740,860Z200US64443,ZCTA5 64443,1249,377,1193,371,0,12,6,7,0,12,0,12,0,12,50,61,45,63,5,6,,64443,860Z200US64443,86042
1741,860Z200US64444,ZCTA5 64444,1043,286,993,286,4,6,3,5,6,9,0,12,3,6,34,23,7,10,27,22,,64444,860Z200US64444,68482
1742,860Z200US64445,ZCTA5 64445,301,91,241,62,0,12,0,12,0,12,0,12,60,58,0,12,0,12,0,12,,64445,860Z200US64445,66667
1743,860Z200US64446,ZCTA5 64446,1066,187,984,187,2,5,1,2,0,12,7,10,6,7,66,57,47,51,19,20,,64446,860Z200US64446,56949
1744,860Z200US64448,ZCTA5 64448,912,348,912,348,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64448,860Z200US64448,76058
1745,860Z200US64449,ZCTA5 64449,491,175,479,176,0,12,0,12,0,12,0,12,0,12,12,18,0,12,12,18,,64449,860Z200US64449,71667
1746,860Z200US64451,ZCTA5 64451,333,109,331,108,0,12,0,12,1,2,0,12,0,12,1,2,0,12,1,2,,64451,860Z200US64451,52955
1747,860Z200US64453,ZCTA5 64453,140,73,134,73,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,,64453,860Z200US64453,80536
1748,860Z200US64454,ZCTA5 64454,2941,352,2773,344,0,12,0,12,0,12,0,12,21,34,147,92,12,13,135,91,,64454,860Z200US64454,87262
1749,860Z200US64455,ZCTA5 64455,292,69,284,68,0,12,0,12,0,12,0,12,1,2,7,7,6,7,1,2,,64455,860Z200US64455,53864
1750,860Z200US64456,ZCTA5 64456,1367,103,1345,101,0,12,0,12,0,12,0,12,1,2,21,18,15,17,6,8,,64456,860Z200US64456,48611
1751,860Z200US64457,ZCTA5 64457,308,92,290,94,4,8,0,12,0,12,0,12,0,12,14,9,2,3,12,9,,64457,860Z200US64457,62250
1752,860Z200US64458,ZCTA5 64458,159,115,155,115,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,,64458,860Z200US64458,-
1753,860Z200US64459,ZCTA5 64459,507,253,507,253,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64459,860Z200US64459,78808
1754,860Z200US64461,ZCTA5 64461,768,135,749,133,0,12,6,6,1,2,3,6,0,12,9,9,7,9,2,3,,64461,860Z200US64461,63750
1755,860Z200US64463,ZCTA5 64463,1349,213,1288,205,0,12,0,12,13,18,0,12,14,19,34,24,11,14,23,21,,64463,860Z200US64463,59219
1756,860Z200US64465,ZCTA5 64465,3947,524,3538,539,9,16,0,12,34,35,0,12,4,8,362,123,83,67,279,127,,64465,860Z200US64465,80552
1757,860Z200US64466,ZCTA5 64466,565,74,527,71,0,12,0,12,6,7,0,12,0,12,32,26,16,15,16,21,,64466,860Z200US64466,54028
1758,860Z200US64467,ZCTA5 64467,145,104,145,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64467,860Z200US64467,-
1759,860Z200US64468,ZCTA5 64468,14280,155,12940,201,428,44,44,22,316,48,0,19,225,96,327,101,186,84,141,53,,64468,860Z200US64468,57251
1760,860Z200US64469,ZCTA5 64469,2225,212,2076,199,11,10,14,14,0,12,0,12,5,8,119,97,57,62,62,65,,64469,860Z200US64469,62059
1761,860Z200US64470,ZCTA5 64470,1483,139,1369,143,3,14,0,12,8,8,0,12,29,41,74,32,7,7,67,31,,64470,860Z200US64470,70833
1762,860Z200US64471,ZCTA5 64471,309,96,288,91,0,12,0,12,0,12,0,12,8,14,13,11,3,5,10,10,,64471,860Z200US64471,34375
1763,860Z200US64473,ZCTA5 64473,1285,133,1213,133,15,24,0,12,1,3,0,12,0,12,56,26,10,14,46,22,,64473,860Z200US64473,63313
1764,860Z200US64474,ZCTA5 64474,831,135,741,135,13,29,2,4,0,12,0,12,51,52,24,19,5,9,19,18,,64474,860Z200US64474,77083
1765,860Z200US64475,ZCTA5 64475,403,85,378,83,0,12,0,12,1,2,0,12,0,12,24,29,24,29,0,12,,64475,860Z200US64475,60469
1766,860Z200US64476,ZCTA5 64476,223,70,209,65,0,12,5,7,4,7,0,12,0,12,5,9,0,12,5,9,,64476,860Z200US64476,73250
1767,860Z200US64477,ZCTA5 64477,3489,326,3144,318,153,47,6,10,1,2,0,12,0,12,185,99,73,50,112,84,,64477,860Z200US64477,64643
1768,860Z200US64479,ZCTA5 64479,1091,233,1062,227,0,12,0,12,0,12,2,6,0,12,27,31,7,11,20,29,,64479,860Z200US64479,61184
1769,860Z200US64480,ZCTA5 64480,329,93,219,94,0,12,3,5,88,51,0,12,0,12,19,21,9,13,10,15,,64480,860Z200US64480,115781
1770,860Z200US64481,ZCTA5 64481,1154,239,1113,235,0,12,7,8,2,4,0,12,0,12,32,20,4,5,28,19,,64481,860Z200US64481,55341
1771,860Z200US64482,ZCTA5 64482,1980,181,1877,180,2,3,5,5,11,14,0,12,22,22,63,36,11,9,52,35,,64482,860Z200US64482,66534
1772,860Z200US64483,ZCTA5 64483,591,170,561,152,22,30,0,12,0,12,0,12,0,12,8,10,8,10,0,12,,64483,860Z200US64483,73750
1773,860Z200US64484,ZCTA5 64484,940,198,912,195,1,3,0,12,7,12,0,12,0,12,20,15,16,16,4,4,,64484,860Z200US64484,77917
1774,860Z200US64485,ZCTA5 64485,7998,423,7546,423,129,91,5,7,6,11,0,17,10,15,302,112,119,97,183,65,,64485,860Z200US64485,67929
1775,860Z200US64486,ZCTA5 64486,270,58,208,53,0,12,0,12,0,12,0,12,1,3,61,21,0,12,61,21,,64486,860Z200US64486,26375
1776,860Z200US64487,ZCTA5 64487,572,122,513,111,0,12,0,12,0,12,0,12,6,7,53,36,42,35,11,12,,64487,860Z200US64487,65833
1777,860Z200US64489,ZCTA5 64489,2204,216,2111,214,7,17,0,12,7,9,0,12,8,10,71,52,2,4,69,52,,64489,860Z200US64489,54519
